user_id,name,email,age,plan_type,signup_date,churned
U1160,Kevin Fuller,jeffreyparker@jensen-walton.com,23,Premium,2025-01-31,0
U1161,Denise Thomas,rhull@wood-mckenzie.com,54,Premium,2024-05-06,0
U1162,Christina Peterson,simsyolanda@miranda-jones.com,21,Basic,2023-08-23,0
U1163,Nicole Hamilton,michellegrant@stewart-dennis.net,22,Basic,2024-05-23,0
U1164,Michael Medina,john89@dickerson.com,35,Standard,2023-10-28,0
U1165,Troy Perez,cherrydonna@reyes-moore.org,26,Standard,2023-08-06,0
U1166,William Chapman,kleindavid@martin.com,40,Basic,2024-05-25,0
U1167,Rachel Patterson,dixonnicole@yahoo.com,40,Premium,2024-02-03,0
U1168,Stephen Perez,tcollins@gmail.com,50,Premium,2024-02-20,0
U1169,Charles Patrick,haynesdavid@yahoo.com,21,Standard,2023-07-31,1
U1170,Juan Webb,rebecca57@hotmail.com,24,Basic,2025-06-27,0
U1171,Amy Thompson,cynthiamcclure@roach.com,29,Premium,2023-08-03,1
U1172,Lori Martinez,marymaynard@hotmail.com,52,Basic,2025-06-27,0
U1173,Mark Perez,ericreed@gmail.com,52,Premium,2024-08-21,0
U1174,Sara Wood,patelthomas@cruz.com,40,Standard,2023-12-13,0
U1175,Laura Jennings,kevindelgado@gmail.com,42,Basic,2024-09-04,0
U1176,Susan Hughes,whawkins@cook.net,35,Basic,2025-06-25,0
U1177,Christine Weber,rodriguezcarol@floyd.net,42,Basic,2024-03-31,0
U1178,Scott Stevenson,lawrence96@hotmail.com,35,Standard,2024-11-28,0
U1179,Melissa Shannon,jacksonmatthew@yahoo.com,20,Premium,2024-01-28,0
U1180,Molly Watkins,alexandra56@dixon-turner.com,41,Standard,2024-10-07,0
U1181,Lori Williams,nicholas09@hotmail.com,36,Standard,2024-09-04,0
U1182,Christopher Ford,michaelpaul@johnson.net,44,Premium,2025-03-06,0
U1183,Jennifer Levine,fclark@miller.com,31,Standard,2025-02-20,0
U1184,Cynthia Lewis,stevensmith@mitchell.com,18,Basic,2024-12-18,0
U1185,Sheena Delgado,william07@garner.com,29,Standard,2025-05-17,0
U1186,Brian Rowland,robertshenry@yahoo.com,54,Standard,2025-04-05,1
U1187,Larry Warren,santiagocolton@mathews.info,34,Standard,2024-08-30,0
U1188,Jessica Farmer,townsendjoan@richmond-russell.biz,38,Basic,2024-11-20,1
U1189,Adam Wise,charles58@yahoo.com,48,Standard,2024-04-16,0
U1190,Angelica Kim,miguellewis@lewis.org,24,Standard,2023-12-09,0
U1191,John Lopez,kimberly76@yahoo.com,53,Standard,2025-01-07,0
U1192,Christina Gibbs,rachelkirk@thomas.com,34,Basic,2024-07-16,0
U1193,Brittany Pugh,hthomas@martin.biz,49,Premium,2025-04-13,0
U1194,Donald Nelson,veronica00@moody-austin.org,48,Basic,2024-12-26,0
U1195,Emily Robinson,sampsontaylor@irwin.com,51,Premium,2023-12-05,0
U1196,April Taylor,melinda83@hotmail.com,54,Standard,2024-05-23,0
U1197,John Reyes,gjuarez@hotmail.com,52,Basic,2024-02-12,0
U1198,Ashley Schaefer,perezcurtis@patton.com,51,Basic,2025-01-14,0
U1199,Dr. Joseph Woods,annamills@gmail.com,25,Basic,2024-02-04,0
U1200,Dylan Brown,christinegallagher@hotmail.com,48,Basic,2023-12-23,0
U1201,Charles Rodriguez,jonathonwilliams@johnson.info,23,Premium,2023-09-20,0
U1202,Jacob Long,vquinn@gmail.com,19,Premium,2024-12-16,0
U1203,Michelle Lloyd,kimberly36@gmail.com,21,Basic,2025-02-04,0
U1204,Edward Garcia,ryan23@hotmail.com,59,Premium,2024-05-11,0
U1205,Daniel Walker,ronald95@myers-bautista.info,41,Standard,2024-06-09,0
U1206,Nancy Garcia,kellerpaul@hotmail.com,40,Standard,2025-01-30,0
U1207,Nicole Robinson,kimberly41@gmail.com,49,Premium,2024-12-06,1
U1208,Denise Barton,oolson@yahoo.com,49,Premium,2023-10-28,0
U1209,Amber Turner,gordonlynn@gmail.com,49,Premium,2024-10-17,0
U1210,Misty Bishop,mercerjacob@gmail.com,30,Standard,2024-10-24,0
U1211,Terri Weeks,westjoshua@bates.net,50,Basic,2024-07-12,0
U1212,Amy Simmons DVM,alyssamosley@gmail.com,39,Basic,2023-12-15,0
U1213,James Lambert,cherylhall@mullins.org,26,Standard,2024-09-13,1
U1214,Monica Garcia,andrew12@gmail.com,32,Standard,2024-01-08,0
U1215,Kyle Trujillo,joshua30@gonzalez-west.com,43,Premium,2024-04-20,1
U1216,Rodney Ward,brownrichard@evans.com,21,Premium,2023-09-08,0
U1217,Richard Conrad,mendezjacob@yahoo.com,48,Standard,2023-09-09,0
U1218,Mathew Woodard,rmartinez@bell.biz,50,Standard,2024-08-13,0
U1219,Patricia Rhodes,rodriguezcharles@sanchez.org,25,Basic,2024-10-04,0
U1220,Christopher Graham,zbailey@walker.com,33,Premium,2023-10-14,0
U1221,John Gonzalez,nathan16@lawson.com,54,Basic,2025-07-16,1
U1222,Laura Meyer,leachchristopher@hotmail.com,22,Basic,2025-06-14,0
U1223,John Santos,ericaalexander@rivera.info,38,Standard,2025-04-26,0
U1224,Ashley Brown,millerjacob@nielsen.com,31,Basic,2025-01-19,1
U1225,John Kaufman,april80@douglas.com,22,Premium,2024-05-30,0
U1226,Julie Hill,lisajames@gmail.com,54,Standard,2023-09-02,0
U1227,Valerie Evans,hollandtroy@hotmail.com,20,Premium,2024-10-10,0
U1228,Mrs. Allison Chandler,phillip96@yahoo.com,48,Standard,2025-02-13,0
U1229,Dr. Travis Calhoun,kimberlygonzalez@gmail.com,44,Standard,2024-04-02,0
U1230,Brandon Graham,nelsonanthony@yahoo.com,40,Premium,2023-08-16,0
U1231,Kim Montgomery,abigaillivingston@ramirez.com,33,Basic,2025-03-08,1
U1232,Geoffrey Graham,karencollins@powell-harper.com,55,Standard,2024-05-31,0
U1233,Michael Rhodes,ashleyperez@lewis-robinson.com,34,Premium,2024-09-27,0
U1234,Jacqueline Hamilton,sharpthomas@miller.org,30,Premium,2024-09-08,0
U1235,Scott Chandler,uyates@yahoo.com,20,Premium,2023-11-21,0
U1236,Carrie Miller,smithjoy@gmail.com,22,Basic,2024-09-28,0
U1237,Regina Shelton,olee@hotmail.com,34,Basic,2025-06-25,0
U1238,Scott Long,amandaevans@gmail.com,50,Premium,2023-07-31,0
U1239,Wayne Schwartz,dparker@jefferson.com,34,Standard,2024-06-16,0
U1240,Miguel Mendez,lisa29@sims-harrell.com,27,Premium,2025-07-10,0
U1241,Jordan Allen,jenniferhill@yahoo.com,41,Standard,2025-03-29,0
U1242,Stanley Miller,hessthomas@robinson-meyer.com,28,Standard,2024-05-18,0
U1243,Catherine Arnold,stevenrobinson@houston.com,25,Basic,2024-11-30,0
U1244,Brenda Davis,david55@gmail.com,35,Standard,2025-07-21,0
U1245,Karen Spears,patricia61@ryan.com,52,Standard,2024-05-27,0
U1246,Kelsey Martinez,millerkathryn@williams.net,18,Premium,2023-11-03,0
U1247,Donald Ross,isaiah76@hotmail.com,33,Basic,2024-03-25,0
U1248,Eric Parker,susan18@newman-york.com,55,Standard,2025-06-27,0
U1249,Andrew Berry,vmitchell@duncan.com,44,Standard,2024-12-15,0
U1250,Adam Palmer,jeffrey96@yahoo.com,59,Standard,2024-07-13,0
U1251,Suzanne Thomas,bruce74@hotmail.com,58,Premium,2024-08-04,0
U1252,Jason Hoffman,julie40@weber.com,50,Standard,2023-08-18,0
U1253,Dr. Haley Fisher,douglasmoss@gmail.com,50,Standard,2023-10-06,1
U1254,Gary Brown,kbarnett@kelley-jones.com,57,Basic,2023-12-15,0
U1255,Stephanie Kennedy,catherinejoyce@wilson.com,18,Premium,2023-11-01,0
U1256,Michelle Wright,shariodonnell@best.com,18,Standard,2024-08-30,0
U1257,Meghan Morton,millercharles@hotmail.com,26,Basic,2024-09-14,0
U1258,Steven Mckinney,sheilawalter@lawrence.com,30,Premium,2024-02-04,0
U1259,Valerie David,ofowler@walker-bradley.net,48,Basic,2025-04-23,1
U1260,Jonathan Clark,tracy81@white.net,19,Premium,2023-10-28,0
U1261,Ashley Taylor,meyerjustin@henson.com,19,Basic,2024-12-14,0
U1262,Joshua Taylor DDS,brendahoward@fields-jones.info,43,Basic,2024-12-31,0
U1263,Stacey Barber,dgrimes@powell.biz,51,Standard,2025-03-17,0
U1264,Samantha Johnston,smithtodd@yahoo.com,36,Basic,2025-01-01,0
U1265,Teresa Knox,tcosta@yahoo.com,35,Basic,2025-05-02,0
U1266,Lori Martin,craigjennifer@hotmail.com,38,Standard,2023-08-17,1
U1267,Angela Bishop,qbowers@gmail.com,21,Standard,2024-09-24,0
U1268,Patricia Riley,james02@ramos.com,33,Premium,2024-02-22,0
U1269,Shawn Diaz,justinjohnson@hotmail.com,30,Basic,2025-02-10,0
U1270,Micheal Mullins,micheleclark@gmail.com,58,Premium,2025-07-16,0
U1271,Jeffrey Burns,thompsonadrian@arnold-maynard.info,40,Basic,2025-03-22,0
U1272,Michelle Oneal,larry98@gmail.com,42,Basic,2023-11-24,0
U1273,Marcus Snyder,joneskaren@herrera.com,23,Basic,2024-07-14,0
U1274,Kelly Mejia,jeffreyadams@hotmail.com,30,Standard,2024-10-03,0
U1275,Joseph Collins,sandra02@gmail.com,35,Standard,2023-09-17,0
U1276,Kaitlyn Price,joanjohnson@hotmail.com,29,Basic,2024-12-25,0
U1277,Tiffany Jordan,curtisandrew@fletcher-krause.com,33,Basic,2024-09-22,0
U1278,Allison Smith,cristian58@baker.net,18,Standard,2024-04-12,0
U1279,Curtis Perez,charles48@becker.biz,55,Basic,2024-10-19,1
U1280,James Fields,umejia@stanley.com,39,Standard,2024-02-17,0
U1281,Katie Adams,oscar65@conner.com,50,Premium,2024-05-09,0
U1282,Katherine Christensen,kpatterson@yahoo.com,37,Standard,2024-02-09,0
U1283,Melissa Ward,rdavis@gmail.com,32,Premium,2025-02-21,0
U1284,Anthony Thompson,francisco29@jones.com,23,Standard,2025-07-18,0
U1285,Sara Graves,greynolds@hotmail.com,54,Basic,2023-08-17,0
U1286,Ralph Contreras,jennifer86@lambert.info,41,Standard,2025-05-15,0
U1287,Mrs. Claire Gross,tyler51@hotmail.com,48,Standard,2025-05-27,0
U1288,Gary Dunn,xavier67@martin.com,47,Standard,2025-07-25,0
U1289,Colton Gilbert,rmacias@yahoo.com,59,Standard,2025-06-05,0
U1290,David Lyons,pamelaowens@luna.com,55,Basic,2025-07-08,0
U1291,John Wilkerson,jamesjason@gmail.com,56,Basic,2025-05-12,0
U1292,Shelia Rodriguez,stephanie51@yahoo.com,48,Standard,2025-05-26,0
U1293,Tyrone Craig,swansonwendy@allen-alvarez.org,22,Premium,2023-08-31,0
U1294,Rhonda Wilson,amandacastro@quinn.biz,30,Standard,2025-05-01,1
U1295,Jason Massey,ojohnson@lopez.info,48,Basic,2025-03-06,0
U1296,John Espinoza,john39@yahoo.com,47,Standard,2024-03-29,0
U1297,Kerry Acosta,williamflores@yahoo.com,54,Basic,2024-09-06,0
U1298,Shannon Lee,steven39@yahoo.com,49,Standard,2024-06-30,0
U1299,Wendy Schwartz,lisaramos@clarke.com,54,Basic,2024-11-02,0
U1300,Martin Murphy,enelson@fields.com,57,Premium,2023-12-26,0
U1301,Kristy Wright,bryanatkinson@silva.org,25,Standard,2023-09-17,0
U1302,Monica Gomez,clintoncurtis@garcia-jones.biz,23,Basic,2024-05-23,0
U1303,Cassandra Lee,marshalljay@hotmail.com,45,Basic,2025-04-14,0
U1304,Terry Price,marymora@vaughn-shah.net,50,Standard,2024-07-04,0
U1305,Sandra Caldwell,shannonrodriguez@yahoo.com,28,Premium,2025-05-10,0
U1306,Melanie Smith,brewercheryl@hotmail.com,24,Basic,2023-12-12,0
U1307,Ashley Campbell,pagegregory@gmail.com,60,Standard,2025-04-21,0
U1308,Vincent Perez,amydudley@rogers.biz,54,Basic,2024-06-17,0
U1309,Wanda Barajas,growe@hopkins.com,25,Standard,2025-07-10,0
U1310,Robert Mcintosh,tylerdenise@williams.com,45,Standard,2024-07-07,1
U1311,Jonathan Moody,brendatanner@yahoo.com,58,Premium,2025-06-27,0
U1312,Kyle Anderson,lindarodriguez@gmail.com,42,Premium,2024-03-24,0
U1313,Nancy Bailey,markmorgan@hotmail.com,20,Premium,2024-05-31,0
U1314,Timothy Sanchez,xbrady@gmail.com,53,Basic,2025-07-27,0
U1315,Randy Bender,cynthiaramirez@francis.com,18,Standard,2025-02-12,0
U1316,Debbie Hunter,jeffreycooley@sanders-lewis.com,19,Premium,2025-04-02,0
U1317,Michael Gilbert,rdonovan@gmail.com,41,Standard,2023-08-31,0
U1318,Edward Bryant,iwhitehead@gmail.com,39,Premium,2024-04-18,0
U1319,Alexander Garcia,dboone@yahoo.com,59,Standard,2025-03-25,0
U1320,Marcus Howard,sandersjanice@martinez.com,39,Standard,2025-07-26,0
U1321,Carolyn Davis,joycemark@gmail.com,20,Standard,2025-07-21,1
U1322,Andrew Ingram,brookskeith@ortiz.com,52,Standard,2023-11-05,0
U1323,Belinda Baker,ramseyveronica@howell.org,23,Standard,2024-12-24,0
U1324,Karen Smith,rodriguezclaudia@mitchell.net,42,Basic,2024-11-01,0
U1325,Frank Thompson,millerstephanie@yahoo.com,19,Basic,2024-10-28,0
U1326,Jason Carlson,littlekimberly@yahoo.com,22,Premium,2023-08-30,0
U1327,Mr. Thomas Allen,rogerssharon@davis.biz,52,Basic,2025-02-25,0
U1328,Edward Hayes,wallnicholas@gmail.com,22,Basic,2024-06-25,0
U1329,James Jenkins,davisbradley@scott-cannon.org,48,Premium,2024-03-31,0
U1330,Andrew Gibson,richardwilliams@lopez-sanchez.com,36,Standard,2024-01-25,0
U1331,Timothy Avery,thomasfranklin@yahoo.com,22,Basic,2024-05-12,0
U1332,Shane Whitaker,ffriedman@yahoo.com,25,Premium,2024-09-23,0
U1333,Lindsey Mccullough,ujones@yahoo.com,28,Basic,2024-02-01,1
U1334,Priscilla Rice,brittneywoods@hotmail.com,49,Standard,2025-06-23,0
U1335,Brenda Carr,tylernguyen@moore.com,55,Standard,2024-06-21,0
U1336,Michael Vasquez,qlyons@yahoo.com,51,Basic,2024-12-11,0
U1337,Kristi Washington,andrea95@hotmail.com,44,Standard,2024-09-25,0
U1338,Timothy Gordon,qbond@yahoo.com,41,Premium,2024-11-30,0
U1339,Tyrone Holmes,carrie06@hotmail.com,31,Basic,2025-05-01,1
U1340,Sara Wyatt,charles02@mahoney.info,33,Standard,2024-12-01,0
U1341,Amy Davidson,rwilson@ford.com,41,Premium,2024-06-21,1
U1342,Kayla Burnett,hhernandez@welch-fisher.org,56,Standard,2024-01-29,0
U1343,Zachary Davis,amanda03@garza-bell.com,42,Standard,2024-12-06,1
U1344,Casey Griffith,john24@hotmail.com,31,Standard,2023-09-29,1
U1345,Brittany Nelson,santosmaria@noble-brady.com,28,Basic,2024-11-22,0
U1346,William Noble,robertwhite@yahoo.com,60,Standard,2025-02-23,0
U1347,David Sellers,mikayla09@yahoo.com,27,Standard,2024-04-13,0
U1348,Monica Davidson,rodgersanthony@gmail.com,25,Standard,2024-07-21,0
